address,c_b_no,Borough,Latitude,Longitude,"Accuracy Score","Accuracy Type",Number,Street,"Unit Type","Unit Number",City,State,County,Zip,Country,Source
"1695 MONROE AVENUE",204,BRONX,40.844396,-73.906556,0.9,range_interpolation,1695,"Monroe Ave",,,Bronx,NY,"Bronx County",10457,US,"TIGER/Line® dataset from the US Census Bureau"
"146-18 LIBERTY AVENUE",NA,QUEENS,40.710565,-74.013803,0.85,nearest_rooftop_match,140,"Liberty St",,,"New York",NY,"New York County",10006,US,"City of New York"
"1001 WHITLOCK AVENUE",NA,BRONX,40.750422,-73.996328,0.5,place,,,,,"New York",NY,"New York County",10001,US,"TIGER/Line® dataset from the US Census Bureau"
"1824 ANTHONY AVENUE",205,BRONX,40.750422,-73.996328,0.5,place,,,,,"New York",NY,"New York County",10001,US,"TIGER/Line® dataset from the US Census Bureau"
"52-04 83 STREET",404,QUEENS,40.783833,-73.971952,0.8,range_interpolation,52,"W 83rd St",,,"New York",NY,"New York County",10024,US,"TIGER/Line® dataset from the US Census Bureau"
"2702 CRESTON AVENUE",207,BRONX,40.868081,-73.894805,0.9,range_interpolation,2702,"Creston Ave",,,Bronx,NY,"Bronx County",10468,US,"TIGER/Line® dataset from the US Census Bureau"
"2033 5 AVENUE",111,MANHATTAN,40.806824,-73.941865,1,range_interpolation,2033,"5th Ave",,,"New York",NY,"New York County",10035,US,"TIGER/Line® dataset from the US Census Bureau"
"231 BOWERY",103,MANHATTAN,40.722202,-73.993258,1,range_interpolation,231,Bowery,,,"New York",NY,"New York County",10002,US,"TIGER/Line® dataset from the US Census Bureau"
"2023 5 AVENUE",111,MANHATTAN,40.806266,-73.942262,1,range_interpolation,2023,"5th Ave",,,"New York",NY,"New York County",10035,US,"TIGER/Line® dataset from the US Census Bureau"
"2033 5 AVENUE",111,MANHATTAN,40.806824,-73.941865,1,range_interpolation,2033,"5th Ave",,,"New York",NY,"New York County",10035,US,"TIGER/Line® dataset from the US Census Bureau"
"42-78 65 PLACE",402,QUEENS,40.741003,-73.899479,0.8,range_interpolation,42,"65th Pl",,,Woodside,NY,"Queens County",11377,US,"TIGER/Line® dataset from the US Census Bureau"
"195 HUMBOLDT STREET",301,BROOKLYN,40.70838,-73.941639,0.9,range_interpolation,195,"Humboldt St",,,Brooklyn,NY,"Kings County",11206,US,"TIGER/Line® dataset from the US Census Bureau"
"989 6 AVENUE",105,MANHATTAN,40.751463,-73.986809,1,range_interpolation,989,"6th Ave",,,"New York",NY,"New York County",10018,US,"TIGER/Line® dataset from the US Census Bureau"
"25 STEWART AVENUE",NA,BROOKLYN,40.725492,-73.98375,0.73,nearest_rooftop_match,94,Ave,,,"New York",NY,"New York County",10009,US,"City of New York"
"2435 PACIFIC STREET",316,BROOKLYN,40.675188,-73.904736,0.9,range_interpolation,2435,"Pacific St",,,Brooklyn,NY,"Kings County",11233,US,"TIGER/Line® dataset from the US Census Bureau"
"687A HANCOCK STREET",303,BROOKLYN,40.810992,-73.954287,1,range_interpolation,687,"Hancock Pl",,,"New York",NY,"New York County",10027,US,"TIGER/Line® dataset from the US Census Bureau"
"32 BUSHWICK AVENUE",301,BROOKLYN,40.725492,-73.98375,0.84,nearest_rooftop_match,94,Ave,,,"New York",NY,"New York County",10009,US,"City of New York"
"790 ALLERTON AVENUE",211,BRONX,40.750422,-73.996328,0.5,place,,,,,"New York",NY,"New York County",10001,US,"TIGER/Line® dataset from the US Census Bureau"
"4012 FORT HAMILTON PARKWAY",NA,BROOKLYN,40.64285,-73.991255,0.81,nearest_rooftop_match,3924,"Ft Hamilton Pkwy",,,Brooklyn,NY,"Kings County",11218,US,"City of New York"
"360 CRESCENT STREET",305,BROOKLYN,40.680156,-73.871036,0.9,range_interpolation,360,"Crescent St",,,Brooklyn,NY,"Kings County",11208,US,"TIGER/Line® dataset from the US Census Bureau"
"40-54 JUNCTION BOULEVARD",404,QUEENS,40.738532,-73.866833,0.8,nearest_rooftop_match,54-10,"Junction Blvd",,,Elmhurst,NY,"Queens County",11373,US,"City of New York"
"2605 SNYDER AVENUE",317,BROOKLYN,40.750422,-73.996328,0.5,place,,,,,"New York",NY,"New York County",10001,US,"TIGER/Line® dataset from the US Census Bureau"
"1504 AVENUE L",314,BROOKLYN,40.750422,-73.996328,0.5,place,,,,,"New York",NY,"New York County",10001,US,"TIGER/Line® dataset from the US Census Bureau"
"544 CARROLL STREET",306,BROOKLYN,40.676156,-73.984452,0.9,range_interpolation,544,"Carroll St",,,Brooklyn,NY,"Kings County",11215,US,"TIGER/Line® dataset from the US Census Bureau"
"975 WASHINGTON AVENUE",203,BRONX,40.825584,-73.910023,0.9,range_interpolation,975,"Washington Ave",,,Bronx,NY,"Bronx County",10456,US,"TIGER/Line® dataset from the US Census Bureau"
"1 TEST STREET",101,MANHATTAN,0,0,0,,"Could not geocode address. No matches found.",,,,,,,,,
"263 PORT RICHMOND AVENUE",501,"STATEN ISLAND",40.725492,-73.98375,0.63,nearest_rooftop_match,94,Ave,,,"New York",NY,"New York County",10009,US,"City of New York"
"141-05 NORTHERN BOULEVARD",407,QUEENS,40.764351,-73.825942,0.8,range_interpolation,141,"Northern Blvd",,,Flushing,NY,"Queens County",11354,US,"TIGER/Line® dataset from the US Census Bureau"
"153 - 33 89 AVENUE",NA,QUEENS,40.788421,-73.970762,0.8,range_interpolation,153,"W 89th St",,,"New York",NY,"New York County",10024,US,"TIGER/Line® dataset from the US Census Bureau"
"847 NEW LOTS AVENUE",305,BROOKLYN,40.706963,-74.011354,0.7,street_center,,"New St",,,"New York",NY,"New York County",10005,US,"TIGER/Line® dataset from the US Census Bureau"
"1940 SHORE PARKWAY",313,BROOKLYN,40.750422,-73.996328,0.5,place,,,,,"New York",NY,"New York County",10001,US,"TIGER/Line® dataset from the US Census Bureau"
"4650 BROADWAY",112,MANHATTAN,40.862078,-73.929895,1,range_interpolation,4650,Broadway,,,"New York",NY,"New York County",10040,US,"TIGER/Line® dataset from the US Census Bureau"
"766 DEAN STREET",308,BROOKLYN,40.715754,-74.006856,0.7,street_center,,"Duane St",,,"New York",NY,"New York County",10007,US,"TIGER/Line® dataset from the US Census Bureau"
"1054 41 STREET",NA,BROOKLYN,40.749577,-73.973474,0.6,street_center,,"E 41st St",,,"New York",NY,"New York County",10017,US,"TIGER/Line® dataset from the US Census Bureau"
"844 FAILE STREET",202,BRONX,40.818167,-73.887281,0.9,range_interpolation,844,"Faile St",,,Bronx,NY,"Bronx County",10474,US,"TIGER/Line® dataset from the US Census Bureau"
"131-28 40 ROAD",407,QUEENS,40.755517,-73.835817,0.8,range_interpolation,131,"40th Rd",,,Flushing,NY,"Queens County",11354,US,"TIGER/Line® dataset from the US Census Bureau"
"1647 POPHAM AVENUE",205,BRONX,40.750422,-73.996328,0.5,place,,,,,"New York",NY,"New York County",10001,US,"TIGER/Line® dataset from the US Census Bureau"
"2026 HONEYWELL AVENUE",206,BRONX,40.750422,-73.996328,0.5,place,,,,,"New York",NY,"New York County",10001,US,"TIGER/Line® dataset from the US Census Bureau"
"203 MAUJER STREET",301,BROOKLYN,40.711147,-73.94227,0.9,rooftop,203,"Maujer St",,,Brooklyn,NY,"Kings County",11206,US,"City of New York"
"25-30 124 STREET",407,QUEENS,40.806303,-73.943779,0.8,nearest_rooftop_match,23,"W 124th St",,,"New York",NY,"New York County",10027,US,"City of New York"
"35-05 48 AVENUE",402,QUEENS,40.757735,-73.978616,0.8,range_interpolation,35,"W 48th St",,,"New York",NY,"New York County",10020,US,"TIGER/Line® dataset from the US Census Bureau"
"237 MCGUINNESS BOULEVARD",301,BROOKLYN,40.730256,-73.95104,0.9,range_interpolation,237,"McGuinness Blvd",,,Brooklyn,NY,"Kings County",11222,US,"TIGER/Line® dataset from the US Census Bureau"
"129 3 STREET",306,BROOKLYN,40.730853,-74.000496,0.9,range_interpolation,129,"W 3rd St",,,"New York",NY,"New York County",10012,US,"TIGER/Line® dataset from the US Census Bureau"
"431 WEST   37 STREET",104,MANHATTAN,40.756016,-73.996389,1,rooftop,431,"W 37th St",,,"New York",NY,"New York County",10018,US,"City of New York"
"1970 CROTONA AVENUE",206,BRONX,40.750422,-73.996328,0.5,place,,,,,"New York",NY,"New York County",10001,US,"TIGER/Line® dataset from the US Census Bureau"
"31-61 VERNON BOULEVARD",401,QUEENS,40.768633,-73.935971,0.8,range_interpolation,31,"Vernon Blvd",,,Astoria,NY,"Queens County",11106,US,"TIGER/Line® dataset from the US Census Bureau"
"2716 CORTELYOU ROAD",317,BROOKLYN,40.64416,-73.951655,0.9,range_interpolation,2716,"Cortelyou Rd",,,Brooklyn,NY,"Kings County",11226,US,"TIGER/Line® dataset from the US Census Bureau"
"128 WOODPOINT ROAD",301,BROOKLYN,40.717646,-73.94098,0.9,range_interpolation,128,"Woodpoint Rd",,,Brooklyn,NY,"Kings County",11211,US,"TIGER/Line® dataset from the US Census Bureau"
"1252 38 STREET",312,BROOKLYN,40.74772,-73.974826,0.6,street_center,,"E 38th St",,,"New York",NY,"New York County",10016,US,"TIGER/Line® dataset from the US Census Bureau"
"779 BURKE AVENUE",212,BRONX,40.750422,-73.996328,0.5,place,,,,,"New York",NY,"New York County",10001,US,"TIGER/Line® dataset from the US Census Bureau"
"83-07 QUEENS BOULEVARD",404,QUEENS,40.737677,-73.882139,0.8,range_interpolation,83,"Queens Blvd",,,Elmhurst,NY,"Queens County",11373,US,"TIGER/Line® dataset from the US Census Bureau"
"90-39 83 AVENUE",406,QUEENS,40.778695,-73.959435,0.8,nearest_rooftop_match,39,"E 83rd St",,,"New York",NY,"New York County",10028,US,"City of New York"
"2201 BEVERLY ROAD",314,BROOKLYN,40.644534,-73.956478,0.8,nearest_rooftop_match,2202,"Beverley Rd",,,Brooklyn,NY,"Kings County",11226,US,"City of New York"
"215 WEST   84 STREET",107,MANHATTAN,40.786698,-73.976258,1,range_interpolation,215,"W 84th St",,,"New York",NY,"New York County",10024,US,"TIGER/Line® dataset from the US Census Bureau"
"350 EAST 18 STREET",106,MANHATTAN,40.734188,-73.982264,1,range_interpolation,350,"E 18th St",,,"New York",NY,"New York County",10003,US,"TIGER/Line® dataset from the US Census Bureau"
"350 EAST 18 STREET",106,MANHATTAN,40.734188,-73.982264,1,range_interpolation,350,"E 18th St",,,"New York",NY,"New York County",10003,US,"TIGER/Line® dataset from the US Census Bureau"
"170 FREEMAN STREET",301,BROOKLYN,40.7343,-73.955748,0.9,range_interpolation,170,"Freeman St",,,Brooklyn,NY,"Kings County",11222,US,"TIGER/Line® dataset from the US Census Bureau"
"350 EAST 18 STREET",106,MANHATTAN,40.734188,-73.982264,1,range_interpolation,350,"E 18th St",,,"New York",NY,"New York County",10003,US,"TIGER/Line® dataset from the US Census Bureau"
"1042 ATLANTIC AVENUE",308,BROOKLYN,40.750422,-73.996328,0.5,place,,,,,"New York",NY,"New York County",10001,US,"TIGER/Line® dataset from the US Census Bureau"
"79 SOUTH    2 STREET",301,BROOKLYN,40.72415,-73.988749,0.9,rooftop,79,"E 2nd St",,,"New York",NY,"New York County",10003,US,"City of New York"
"129 MC DONALD AVENUE",NA,BROOKLYN,40.725492,-73.98375,0.76,nearest_rooftop_match,94,Ave,,,"New York",NY,"New York County",10009,US,"City of New York"
"1415 52 STREET",312,BROOKLYN,40.756735,-73.968926,0.6,street_center,,"E 52nd St",,,"New York",NY,"New York County",10022,US,"TIGER/Line® dataset from the US Census Bureau"
"1514 60 STREET",NA,BROOKLYN,40.762647,-73.967049,0.6,street_center,,"E 60th St",,,"New York",NY,"New York County",10022,US,"TIGER/Line® dataset from the US Census Bureau"
"140-66 34 AVENUE",407,QUEENS,40.7471,-73.981782,0.8,nearest_rooftop_match,66,"E 34th St",,,"New York",NY,"New York County",10016,US,"City of New York"
"1042 ATLANTIC AVENUE",308,BROOKLYN,40.750422,-73.996328,0.5,place,,,,,"New York",NY,"New York County",10001,US,"TIGER/Line® dataset from the US Census Bureau"
"1652 EAST 14 STREET",315,BROOKLYN,40.731722,-73.984112,0.7,street_center,,"E 14th St",,,"New York",NY,"New York County",10003,US,"TIGER/Line® dataset from the US Census Bureau"
"1298 INWOOD AVENUE",NA,BRONX,40.750422,-73.996328,0.5,place,,,,,"New York",NY,"New York County",10001,US,"TIGER/Line® dataset from the US Census Bureau"
"632 METROPOLITAN AVENUE",NA,BROOKLYN,40.750422,-73.996328,0.5,place,,,,,"New York",NY,"New York County",10001,US,"TIGER/Line® dataset from the US Census Bureau"
"2366 BEDFORD AVENUE",314,BROOKLYN,40.64599,-73.955571,0.9,range_interpolation,2366,"Bedford Ave",,,Brooklyn,NY,"Kings County",11226,US,"TIGER/Line® dataset from the US Census Bureau"
"350 EAST 18 STREET",106,MANHATTAN,40.734188,-73.982264,1,range_interpolation,350,"E 18th St",,,"New York",NY,"New York County",10003,US,"TIGER/Line® dataset from the US Census Bureau"
"31-48 CRESCENT STREET",NA,QUEENS,40.764971,-73.927064,0.8,range_interpolation,31,"Crescent St",,,Astoria,NY,"Queens County",11106,US,"TIGER/Line® dataset from the US Census Bureau"
"77 WOODBINE STREET",NA,BROOKLYN,40.691113,-73.918567,0.9,range_interpolation,77,"Woodbine St",,,Brooklyn,NY,"Kings County",11221,US,"TIGER/Line® dataset from the US Census Bureau"
"62 MARTENSE STREET",314,BROOKLYN,40.650922,-73.956816,0.9,rooftop,62,"Martense St",,,Brooklyn,NY,"Kings County",11226,US,"City of New York"
"2363 BEDFORD AVENUE",317,BROOKLYN,40.646063,-73.955599,0.9,range_interpolation,2363,"Bedford Ave",,,Brooklyn,NY,"Kings County",11226,US,"TIGER/Line® dataset from the US Census Bureau"
"99 LOTT AVENUE",NA,BROOKLYN,40.725492,-73.98375,0.79,nearest_rooftop_match,94,Ave,,,"New York",NY,"New York County",10009,US,"City of New York"
"1367 EASTERN PARKWAY",308,BROOKLYN,40.668608,-73.923381,0.9,range_interpolation,1367,"Eastern Pkwy",,,Brooklyn,NY,"Kings County",11233,US,"TIGER/Line® dataset from the US Census Bureau"
"86-05 BRITTON AVENUE",NA,QUEENS,40.725492,-73.98375,0.89,nearest_rooftop_match,94,Ave,,,"New York",NY,"New York County",10009,US,"City of New York"
"97 4 AVENUE",306,BROOKLYN,40.732063,-73.990047,1,range_interpolation,97,"4th Ave",,,"New York",NY,"New York County",10003,US,"TIGER/Line® dataset from the US Census Bureau"
"11-27 FOAM PLACE",414,QUEENS,40.605176,-73.751769,0.8,range_interpolation,11,"Foam Pl",,,"Far Rockaway",NY,"Queens County",11691,US,"TIGER/Line® dataset from the US Census Bureau"
"7608 4 AVENUE",310,BROOKLYN,40.732402,-73.990289,0.7,street_center,,"4th Ave",,,"New York",NY,"New York County",10003,US,"TIGER/Line® dataset from the US Census Bureau"
"101 LOTT AVENUE",NA,BROOKLYN,40.725492,-73.98375,0.79,nearest_rooftop_match,94,Ave,,,"New York",NY,"New York County",10009,US,"City of New York"
"158 LOTT STREET",317,BROOKLYN,40.645606,-73.954218,0.9,range_interpolation,158,"Lott St",,,Brooklyn,NY,"Kings County",11226,US,"TIGER/Line® dataset from the US Census Bureau"
"52 EAST  126 STREET",111,MANHATTAN,40.806176,-73.940049,1,range_interpolation,52,"E 126th St",,,"New York",NY,"New York County",10035,US,"TIGER/Line® dataset from the US Census Bureau"
"308 14 STREET",306,BROOKLYN,40.737345,-73.997121,0.9,range_interpolation,308,"W 14th St",,,"New York",NY,"New York County",10014,US,"TIGER/Line® dataset from the US Census Bureau"
"593 EAST 17 STREET",314,BROOKLYN,40.735033,-73.985169,0.7,street_center,,"E 17th St",,,"New York",NY,"New York County",10003,US,"TIGER/Line® dataset from the US Census Bureau"
"201 25 STREET",307,BROOKLYN,40.745232,-73.994709,0.9,range_interpolation,201,"W 25th St",,,"New York",NY,"New York County",10001,US,"TIGER/Line® dataset from the US Census Bureau"
"271 EAST 28 STREET",317,BROOKLYN,40.741305,-73.979014,1,range_interpolation,271,"E 28th St",,,"New York",NY,"New York County",10016,US,"TIGER/Line® dataset from the US Census Bureau"
"3510 GLENWOOD ROAD",317,BROOKLYN,40.634152,-73.942891,0.9,range_interpolation,3510,"Glenwood Rd",,,Brooklyn,NY,"Kings County",11210,US,"TIGER/Line® dataset from the US Census Bureau"
"58-01 QUEENS BOULEVARD",402,QUEENS,40.761113,-73.673538,0.75,range_interpolation,58,"Queens Ln",,,"New Hyde Park",NY,"Nassau County",11040,US,"TIGER/Line® dataset from the US Census Bureau"
"711 FRANKLIN AVENUE",308,BROOKLYN,40.674305,-73.956745,0.9,range_interpolation,711,"Franklin Ave",,,Brooklyn,NY,"Kings County",11238,US,"TIGER/Line® dataset from the US Census Bureau"
"1619 SHEEPSHEAD BAY ROAD",315,BROOKLYN,40.750422,-73.996328,0.5,place,,,,,"New York",NY,"New York County",10001,US,"TIGER/Line® dataset from the US Census Bureau"
"905 GRAND STREET",301,BROOKLYN,40.712721,-73.938051,0.9,rooftop,905,"Grand St",,,Brooklyn,NY,"Kings County",11211,US,"City of New York"
